PROJ #,DATE ACTIVE,PROJECT NAME,"STRATA 
PLAN","# OF 
UNITS",PM,"ONSITE CONTACT
",STRATA TYPE,"INSURANCE
COMPANY","INSURANCE
EXPIRY (ANNIV)",DATE OF LAST FIRE INSPECTION,"DATE OF LAST
APPRAISAL",APPRAISAL CO. & CONTRACT YEAR,"LIEN
FEE",LIEN INVOICING CODES,"MOVE IN 
FEE","MOVE OUT 
FEE",RSERVICE,FISCAL YEAR END,AGM DEADLINE,LAST AGM HELD / WAIVER SIGNED
5758,1-Aug-24,"THE FALLS
24951 112 Ave
Maple Ridge
V2W 0L1",EPS10402,"7 Phases
Phase 1 ? 21
Phase 2 ? 23
Phase 3 ? 21
Phase 4 ? 27
Phase 5 ? 24
Phase 6 ? 20
Phase 7 ? 29
TOTAL ? 165 units",SA,,Phased Strata ,Acera,"30-Jul-25
(Phases 1, 2, and 3)",,"Friday, July 18, 2025 
(Phase 1 - 3)","NORMAC
Year 1 of 3",,,,,,,,
5759,1-Nov-24,"SOLEIL COMMERCIAL
1574-1588 Johnston Rd.
White Rock, BC V4B 0C5

15208-15238 North Bluff Road
White Rock, BC V4B 3Z7",EPS10170,11 Units,SA,,Commercial Remainder,Acera,11-Jul-25,,"Friday, July 11, 2025","NORMAC
Year 2 of 3",,,,,,,,
5760,1-Dec-24,"THE WILLOW
778 West 27th Avenue
Vancouver BC
V5Z 2G6",EPS10712,11 Units,MR,,Accounting Contract,Acera,25-Nov-25,,"Tuesday, July 1, 2025","NORMAC
Year 2 of 3",,,,,,,,
5761,1-Oct-24,"CHELSEA AT THE BOROUGHS
16325 21 Avenue, Surrey (Phases 1-3)
16355 21 Avenue, Surrey (Phases 4-6)",EPS10004,"105 TH Units

Phase 1 - 17
Phase 2 - 18
Phase 3 - 10
Phase 4 - 22
Phase 5 - 20
Phase 6 - 18",CL,,"Phased Strata, Normal",BFL Canada,"5-Sep-25

(Phase 1-5 (Strata Lots 1-67 & 72-77))",,"Thursday, August 15, 2024
(Phase 1-4)","NORMAC
Year 1 of 3",,,,,,,,
5762,1-Aug-24,"CLUB GILMORE
2186 Gilmore Avenue
Burnaby, BC
V5C 0N7",N/A,N/A,JT,,CLUB,BFL Canada,15-Jul-25,,"Tuesday, July 15, 2025","SUNCORP
Year 2",,,,,,,,
"5763
NLM as of July 31, 2025 ",1-Nov-24,"KING AND COLUMBIA 1
  4078-4088 Columbia Street 
 181-199 W. King Edward Ave.
Vancouver, BC
V5Y 4B4",EPS10656,16 Units,CCS,,Financial/Accounting Only,Acera,16-Oct-25,,"Sunday, June 1, 2025","NORMAC
Year 2 of 3",,,,,,,,
5764,1-Sep-24,"NEWMARK (Joint/Strata Corporation)
4888 Hazel Street
5885 Kingsway Avenue
Burnaby, BC
V5H 4T4",LMS3131,"105 Residential Units
53 Commercial Units",MC,"Building Manager: Eddie Boy Catacutan 
Telephone: 236-862-2012 
Mondays to Thursdays except Statutory Holiday (8 a.m. to noon) 
Email: ed@linis.com ",Sectioned Strata,Acera,1-Mar-26,,,SUNCORP,,,,,,,,
5765,1-Oct-24,"EPIC AT WEST
1788 Columbia Street
Vancouver, BC
V5Y 0L7",EPS4489,120 Units,SB,"Concierge
604-818-6013 (okay to give out)
epicatwest@rservice.ca ",Normal,BFL Canada,27-Feb-26,,"Thursday, February 27, 2025","NORMAC
Year 2 of 3",,,,,,,,
5766,1-Oct-24,"GRAND CORNICHE 1
6240 McKay Avenue
Burnaby, BC
V5H 4L8",NW3079,127 Units,MC," 
6240mckay@gmail.com ",Normal,BFL Canada,30-Nov-25,,"Saturday, November 30, 2024","NORMAC
Year 1 of 3",,,,,,,,
5767,1-Oct-24,"HOLLYBRIDGE AT RIVER GREEN
6811 Pearson Way
6833 Pearson Way
6855 Pearson Way
Richmond, B.C. ",EPS9187,459 Residential Units,"SC/TL
(YF is Admin)","Concierge                                            
EPS9187@cmiconcierge.com
778-871-7961 for 6811/6833 Concierge (North Towers H & G)
778-871-7965 for 6855 Concierge (South Tower F)

Head Concierge
hollybridgehc@cmiconcierge.com
672-971-1655

Building Manager
hollybridgeBM@cmiconcierge.com 
778-871-7956                                                                                                            ",Normal,BFL Canada,17-Apr-26,,"Thursday, April 17, 2025","NORMAC
Year 3 of 3",,,,,,,,
5768,1-Nov-24,"PIER WEST
(WEST TOWER)
680 Quayside Drive
New Westminster, BC
V3M 0P2",EPS10722,364 Units,JT,,"Normal, ASP",Acera,7-Oct-25,,"Monday, October 7, 2024",SUNCORP,,,,,,,,
5769,1-Nov-24,"GILMORE TOWER 3
4168 Lougheed Hwy
Burnaby, B.C. 
V5C 0N9",EPS8859,419 Units,YM,"Concierge
gilmore3concierge@rservice.ca
604-306-2431

Building Manager
Terrence Tou
gilmore3bm@rservice.ca
604-653-9952","Normal, ASP",BFL Canada,15-Oct-25,,"Monday, September 30, 2024",SUNCORP,,,,,,,,
5770,1-Dec-24,"POLARIS
4425 Halifax Street
Burnaby, BC
V5C 6P2",LMS3824,179 Units,BK,"Building Caretaker
Andrei and Georgeta Lorincz
Tel.: (604) 790-8002 (Ok to give out)
E-mail: 
caretaker@thepolaris.ca (do not use)
polariscaretaker@gmail.com(ok to give out)",Normal,BFL Canada,1-Mar-26,,"Saturday, March 1, 2025","NORMAC
Year 1 of 3",,,,,,,,
5771,1-Feb-25,"THE GRAND ON KING GEORGE (RESIDENTIAL STRATA)
10750 - 135A Street
Surrey, BC
V3T 0V4",EPS10825,341 Units,GR,"Building Manager 
thegrandonkgbm@rservice.ca

Concierge 
thegrandonkgconcierge@rservice.ca
604-306-0619","Residential Strata, ASP",BFL Canada,3-Jan-26,,,,,,,,,,,
5772,1-Mar-25,"WEST OAK
6288 Oak Street
Vancouver, BC
V6M 2W4

6286, 6294, 6306, 6340, 6342, 6382, 6362, 6360, 6322, 6314, 6312, 6288, 6256 Oak Street 
Vancouver, BC
V6M 2W4",EPS11004,63 Units ,"MA
(AW is Admin)","Building Manager: 
Cameron Brister 
Email: cbrister@allbrightservices.ca
Phone: 604-312-9936 (please do not give out to residents)",Normal,BFL Canada,31-Jan-26,,"Friday, October 11, 2024","NORMAC
Year 1 of 3",,,,,,,,
5773,1-Apr-25,"THE GRAND ON KING GEORGE (COMMERCIAL STRATA)
10741 King George Boulevard, Surrey, BC V3T 0V5
10745 King George Boulevard, Surrey, BC V3T 0V5
10749 King George Boulevard, Surrey, BC V3T 0V5
13575 107A Avenue, Surrey, BC V3T 0V5",EPS10883,58 Units,GR,,"Commercial Strata, ASP",BFL Canada,3-Jan-26,,,,,,,,,,,
5774,1-May-25,"PICASSO GALLERIA CONCORD GARDENS (RESIDENTIAL STRATA)

8671 HAZELBRIDGE WAY 
RICHMOND, BC 
V6X 0W9

3328 NO. 3 ROAD
RICHMOND, BC 
V6X 0X1

8611 HAZELBRIDGE WAY 
RICHMOND, BC 
V6X 0W8",EPS10662,344 Units,FY,"Concierge
picassoconcierge@rservice.ca
604-837-3806

Building Manager
Cathy Wang
604-319-3143
picassobm@rservice.ca","Residential Strata, ASP",BFL Canada,15-Apr-26,,"Wednesday, August 28, 2024","NORMAC
Year 1 of 3",,,,,,,,
5775,1-Jan-25,"GILMORE TOWER 2
2108 Gilmore Avenue
Burnaby, B.C. 
V5C 0N8",EPS8858,653 Units,JT,"Head Concierge: Manik
gilmore2concierge@rservice.ca
604-363-8920","Normal Strata, ASP", BFL Canada,16-Dec-25,,"Friday, November 8, 2024",SUNCORP,,,,,,,,
5776,1-Jan-25,"QUINN
13439 94A Avenue Surrey, B.C.
V3V 0G9
9456 134 Street
Surrey, B.C.
V3V 0G8",EPS10911,174 Units,KC,"Caretaker: Abdou Thiam
Email: quinn@rservice.ca
Mobile: (604) 240-1655
Hours: Monday to Friday, 8:00 am - 4:00 pm",Normal Strata,Acera,6-Dec-25,,,,,,$200.00 / $250.00 / $300.00,,Yes,,,20-Mar-25
5777,1-Dec-24,"CHLOE RESIDENTIAL 
2096 West 47th Avenue
Vancouver, BC
V6M 0E5",EPS9999,46 Units ,EL,"Concierge (9 a.m. to 5 p.m. Monday to Friday)
604-785-0352 (okay to give out)
chloe@rservice.ca","Normal Strata, ASP ",InsureBC ,30-Jun-25,,"Thursday, April 24, 2025","NORMAC
Year 2 of 3",,,,,,,,
5778,,"THE MANDARIN SHARE COST


",N/A,N/A,"CCS/KN
(CCS is Senior)",,ASP,,,,,,,,,,,,,
5779,1-Jan-25,"MANDARIN RESIDENCES
6188 No. 3 Road , Richmond, BC V6Y 0J3
6288 No. 3 Road , Richmond, BC V6Y 0J4",EPS3548,348 Units ,"KN/CCS
(FF is Admin)","Raymond Wei
mandarinmgr@gmail.com
mandarinresidence@rservice.ca
604-285-3378 (Ok to give out)
604-220-1581 (Do not give out)",Residential ASP,BFL Canada,31-Jul-25,,"Thursday, July 31, 2025","NORMAC
Year 3 of 3",,,$200.00 ,,,,,
5780,1-Jan-25,"FRASER
JOINT/STRATA CORPORATION
 9735 / 9739 / 9733 University Crescent, 
Burnaby, BC V5A 0E8 
9278 Slopes Mews, 
Burnaby, BC V5A 0G1 
9228 Slopes Mews, 
Burnaby, BC V5A 0E9",EPS5767,"Phase One ? 32 Units
Phase Two ? 99 Units
TOTAL UNITS ? 131 Units",SB,,Sectioned Strata,Acera,13-Jul-25,,"Sunday, July 13, 2025","NORMAC
Year 1 of 3",,,,,,,,
5781,1-Jan-25,"FRASER
TH SECTION
9735 University Crescent, Burnaby, BC V5A 0E8 
9739 University Crescent, Burnaby, BC V5A 0E8 
9733 University Crescent, Burnaby, BC V5A 0E8 
9278 Slopes Mews, Burnaby, BC V5A 0G1",EPS5767,47 Units,SB,,Sectioned Strata,Acera,13-Jul-25,,"Sunday, July 13, 2025","NORMAC
Year 1 of 3",,,,,,,,
5782,1-Jan-25,"FRASER 
APT SECTION
9228 Slopes Mews, 
Burnaby, BC 
V5A 0E9",EPS5767,84 Units ,SB,,Sectioned Strata,Acera,13-Jul-25,,"Sunday, July 13, 2025","NORMAC
Year 1 of 3",,,,,,,,
5783,1-Apr-25,"KING AND COLUMBIA 2
157 West King Edward
161 West King Edward
163 West King Edward Avenue
 Vancouver, BC
 V5Y 2H8",EPS10657,14 Units,"MC 
(Admin Pool is Admin)",,Financial/Accounting Only,Acera,28-Mar-26,,"Friday, August 1, 2025","NORMAC
Year 2 of 3",,,,,,,,
5784,1-Apr-25,"SEASIDE RIDGE
1560 Prince Street
Port Moody, BC
V3H 3W8",LMS0076,30 TH Units,SB,,Accounting Contract,"Hub
(4350 Still Creek Drive branch)",12-Mar-26,,,,,,,,,,,
5785,TBA,"PICASSO GALLERIA CONCORD GARDENS 
RENTAL HOUSING UNIT (ASP 2)
3328 No. 3 Road
Richmond, BC
V6X 0X1",EPS10850,17 Units,MR,,Air Space Parcel,BFL Canada,15-Apr-26,,,,,,,,,,,
5786,1-Mar-25,"PIER WEST 
(EAST TOWER)
660 Quayside Drive
New Westminster, BC
V3M 0P1",EPS10723,301 Units,JT,"Concierge: 
Saahil Dhawann
Phone: 604-376-7249
Email: pierwesteastconcierge@rservice.ca","Normal Strata, ASP",Acera,18-Feb-26,,,,,,,,,,,
5787,1-Apr-25,"ELEMENT 2
7161 17th Ave, Burnaby, BC
V3N 1K8",EPS10793,27 Units,HB,"David Yoo
604-728-1964 (do not give out)
element2@rservice.ca",Normal Strata,"Hub International
(108-7045 128th Street branch)",26-Mar-26,,"Monday, March 31, 2025","NORMAC
Year 1 of 3",,,,,,,,
5788,1-Apr-25,"BELVEDERE 
(STRATA CORPORATION/JOINT)
9675 King George Blvd
Surrey, BC
V3T 0T7",EPS11017,280 Units,"DC/SB
(DC Is Senior)
(OY is Admin)","Concierge:
belvedereconcierge@rservice.ca
604-219-4530

Building Manager:
belvederebm@rservice.ca
604-219-4682",Sectioned Strata,"HUB International
(4350 Still Creek Dr. branch)",24-Mar-26,,,,,,,,,,,
5789,1-Apr-25,"BELVEDERE 
(RESIDENTIAL SECTION)
9675 King George Blvd
 Surrey, BC
V3T 0T7",EPS11017,275 Units,"DC/SB
(DC Is Senior)
(OY is Admin)","Concierge:
belvedereconcierge@rservice.ca
604-219-4530

Building Manager:
belvederebm@rservice.ca
604-219-4682",Sectioned Strata,"HUB International
(4350 Still Creek Dr. branch)",24-Mar-26,,,,,,,,,,,
5790,1-Apr-25,"BELVEDERE 
(COMMERCIAL SECTION)
9675 King George Blvd
 Surrey, BC
V3T 0T7",EPS11017,5 Units,"DC/SB
(DC Is Senior)
(OY is Admin)","Concierge:
belvedereconcierge@rservice.ca
604-219-4530

Building Manager:
belvederebm@rservice.ca
604-219-4682",Sectioned Strata,"HUB International
(4350 Still Creek Dr. branch)",24-Mar-26,,,,,,,,,,,
5791,1-Apr-25,"PURA
13238 105 Avenue
13258 105 Avenue
Surrey, BC",EPS10005,"Phase One ? 136
Phase Two ? 112
TOTAL ? 248 Units",KC,"Building Manager: Don Ganja
Number: 604.319.1338 
Email: pura@rservice.ca - primary
Number: 604.910.8982 (Do not give out)
dganja@allbrightservices.ca ",Phased Strata,Acera,4-Mar-26,,"Friday, March 7, 2025
(Phase 1)","NORMAC
Year 1 of 3",,,,,Yes,,,
5792,1-Jul-25,"PARK GEORGE 
13768 100 Avenue, Surrey, BC V3T 0V2 
13778 100 Avenue, Surrey, BC V3T 0V3",EPS10940,683 Residential Units,GR,"Concierge:
604-790-9283
parkgeorgeconcierge@rservice.ca

Building Manager:
Micheal Gibb
604-329-3234
micheal.gibb@allbrightservices.ca",Normal Strata,BFL Canada,31-May-26,,"Friday, November 29, 2024","NORMAC
Year 1 of 3",,,,,,,,
5793,1-Apr-25,"GIBSON RESIDENCES
1961, 1963, 1967 Napier Street
1051, 1061, 1071, 1081 Semlin Drive
Vancouver, B.C. 
V5L 2N6",EPS10909,7 Units,EL,,Accounting Only,WMB Wilson M. Beck,28-Feb-26,,"Friday, May 9, 2025","NORMAC
Year 1 of 3",,,,,,,,
5794,1-Jun-25,"HIGHSTREET VILLAGE CONDOS
30490 Cardinal Avenue
Abbotsford, BC",EPS11140,"Phase One ? 77 Units
Phase Two ? 80 Units
TOTAL ? 157 Units",CG,,"Normal, Phased Strata",BFL Canada,2-May-26,,"Friday, March 28, 2025","NORMAC
Year 1 of 3",,,,,,,,
5795,1-Jun-25,"BERKELEY HOUSE
9213 Odlin Road,
Richmond, BC V6X 0V5
9233 Odlin Road
Richmond, BC V6X 0V4",EPS6677,"Phase 1 (130 Residential Units) 
Phase 2 (135 Residential Units)

TOTAL - 265",CCS,"Building Manager
Kevin Ross 
berkeleyhousemanager@gmail.com
604-369-4039","Normal, Phased Strata",Acera ,20-Nov-25,,,,,,$150 ,,,,,
5796,1-Jun-25,"WILDWOOD
3950, 3952, 3956, 3958, 3960, 3962, 3968, 3972, 3976, 3978, 
3980, 3982, 3986, 3992, 3996, 3998 Uplands Way
West Vancouver, B.C.",EPS8151,16 Bareland Strata,"MC
(Admin Pool is Admin)",,"Bareland Strata, 
Financial Only ",,,,"Tuesday, June 3, 2025","NORMAC
Year 1 of 3",,,,,,,,
5797,1-Jul-25,"LINA (JOINT)
5212 Cambie Street
Vancouver, BC V5Z 2Z7",EPS11309,"80 Residential Units
1 Daycare",LZ,"Bandana Thapa (Precise Building)
Tuesday, Thursday, Saturday
604-786-7171
lina@rservice.ca ",Sectioned Strata,BFL Canada,31-May-26,,,,,,,,,,,
5798,1-Jul-25,"LINA 
(RESIDENTIAL SECTION)
5212 Cambie Street
Vancouver, BC V5Z 2Z7",EPS11309,80 Residential Units,LZ,"Bandana Thapa (Precise Building)
Tuesday, Thursday, Saturday
604-786-7171
lina@rservice.ca ",Sectioned Strata,BFL Canada,31-May-26,,,,,,,,,,,
5799,1-Aug-25,"JINJU
537 Cottonwood Avenue
Coquitlam, B.C.
V3J 0S4 ",EPS10947,332 Residential Units,DC,,Residential ASP,,,,"Thursday, June 26, 2025","NORMAC
Year 1 of 3",,,,,,,,
5800,"June 1, 2025 or July 1,2025","ANCHOR
(North Building)
1100 Clarke Rd
Port Moody, BC  V3H 0N3

(South Building) 
2002 St. George St
Port Moody BC,  V3H 0N4",EPS8288,162 Units,KZ,,Normal Strata,,,,,,,,,,,,,
5801,"July 1st, 2025 or August 1st, 2025","PICASSO GALLERIA CG COMMERCIAL OFFICE (ASP 3)
8671 Hazelbridge Way
 Richmond, BC",EPS10851,20 Units,CCS,,Commercial Strata,,,,"Thursday, August 28, 2025","NORMAC
Year 2 of 3",,,,,,,,
5802,15-Apr-25,"PICASSO GALLERIA ARTS SPACE (ASP 4)
110-8671 Hazelbridge Way
Richmond, BC",n/a,1 Unit,"CKS/CS  
(Christie)
(Vickie is Admin)",,ASP,,,,"Thursday, August 28, 2025","NORMAC
Year 2 of 3",,,,,,,,
5803,15-Apr-25,"PICASSO GALLERIA RETAIL (REMAINDER)
8531-8539 Capstan Way, 
115-3328 No 3 Road, Commercial Parkade
Richmond, B.C.",n/a,4 Units,"CKS/CS  
(Christie)
(Vickie is Admin)",,Remainder,,,,,,,,,,,,,
5804,1-Jul-25,"GRAFIA ? JOINT
2450 Garden Drive 
2305- 2351 East Broadway Vancouver, B.C.",EPS10989,127 Units,KC,,Sectioned Strata,,,,,,,,,,,,,
5805,1-Jul-25,"GRAFIA ? RESIDENTIAL SECTION
2450 Garden Drive 
Vancouver, B.C.",EPS10989,122 Units,KC,,Sectioned Strata,,,,,,,,,,,,,
5806,1-Jul-25,"GRAFIA ? COMMERCIAL SECTION
2305- 2351 East Broadway Vancouver, B.C.",EPS10989,5 Units,MR,,Sectioned Strata,,,,,,,,,,,,,
5807,1-Jul-25,"CHLOE COMMERCIAL
2092, 2094 West 47th Avenue
6306, 6316, 6326, 6336, 6346, 6350, 6370, 6390 East Boulevard
2099 West 48th Avenue
Vancouver, B.C.",EPS9998,11 Units,EL,,Commercial ASP,,,,"Thursday, April 24, 2025","NORMAC
Year 2 of 3",,,,,,,,
5808,1-Jul-25,"VALEO ? JOINT

Building A
Residential
4788 Hastings St. Burnaby

Building A
Retail - 4762 Hastings St., Burnaby 
Grocery - 4790 Hastings St., Burnaby

Building B 
Office ? 4756 Hasting St., Burnaby

Retail - 4718, 4728, and 4734 Hastings St. Burnaby",EPS10007,"62 Residential Units
23 Commercial Units
TOTAL - 85 units","EL/CL
(Eva Lo)",,Sectioned Strata,,,,,,,,,,,,,
5809,1-Jul-25,"VALEO ? RESIDENTIAL SECTION
4788 Hastings St. Burnaby",EPS10007,62 Units,"EL/CL
(Eva Lo)",,Sectioned Strata,,,,,,,,,,,,,
5810,1-Jul-25,"VALEO - COMMERCIAL SECTION
Building A
Retail - 4762 Hastings St., Burnaby 
Grocery - 4790 Hastings St., Burnaby

Building B 
Office ? 4756 Hasting St., Burnaby

Retail - 4718, 4728, and 4734 Hastings St. Burnaby",EPS10007,"23 Units
",CL,,Sectioned Strata,,,,,,,,,,,,,
5811,1-Aug-25,"THE COMMONS 
8230 208B Street
Langley, B.C.
V3A 7E6",EPS7988,"Phase One ? 84 Units
Phase Two ? 115 Units
TOTAL ? 199 Units",CCS,,"Normal, Phased Strata",,,,"Wednesday, May 21, 2025","NORMAC
Year 1 of 3",,,,,,,,
5812,1-Jul-25,"WEST COAST ESTATES CONDOS
1930 Starling Drive, Tsawwassen
1942 Starling Drive, Tsawwassen",EPS8403,"Phase One ? 84 Units
Phase Two ? 43 Units
TOTAL ? 127 Units",CL,,"Normal, Phased Strata",,,,,,,,,,,,,
5813,1-Jul-25,"RIVERSIDE
11151, 11171, 11191 Horseshoe Way
Richmond, BC
V7A 4S5",LMS1585,60 Industrial Warehouse Units,CL,,Accounting Only,,,,,,,,,,,,,
5814,1-Jul-25,"WATER STREET BY THE PARK

Tower 1
 238 Leon Avenue, Kelowna, BC V1Y 0N6

Tower 2 (The Eli) 
 1626 Water Street, Kelowna, BC V1Y 0N7",EPS11271,"Tower 1 ? 156 units 
Tower 2 - 340 units 

TOTAL - 496","MR/TL
(MR is PM)",,"Normal, ASP",,,,,,,,,,,,,
5815,"July 1, 2025 or August 1, 2025","BASTILLE 
215 McBay Lane
209 McBay Lane
Coquitlam, B.C. ",EPS10854,123 Units,KC,,Normal Strata ,,,,,,,,,,,,,
